Timestamp,Contact_ID,Agent_ID,Queue_Name,Call_Duration (s),Silence_Duration (s),Silence_Pct,Max_Agitation_Score,Primary_Category,Customer_Sentiment,Agent_Quality,Compliance_Risk,Empathy_Score,FCR_Flag,Call_Summary_Transcript
2026-08-20 02:25:39,CM-18729-B,AGENT_SAM,Customer_Care_Global,170,7,4.4,34,Billing_Inquiry,93,100,No Risk,85,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 02:27:20,CM-26353-B,AGENT_CHRIS,Tech_Support_US,218,9,4.2,27,Subscription_Renewal,12,99,No Risk,70,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 02:27:54,CM-39329-B,AGENT_AVERY,Customer_Care_Global,274,34,12.5,32,Order_Tracking,58,97,No Risk,98,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 02:41:13,CM-92776-B,AGENT_CHRIS,Enterprise_Escalations,223,24,10.7,40,Order_Tracking,23,96,No Risk,78,0,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 02:44:12,CM-23938-C,AGENT_CHRIS,Tech_Support_APAC,365,25,6.8,38,Account_Access,82,94,No Risk,74,1,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-20 02:59:53,CM-99630-A,AGENT_AVERY,Tech_Support_APAC,318,41,12.9,21,General_Product_Query,74,96,No Risk,68,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 03:11:50,CM-50516-A,AGENT_CASEY,Tech_Support_US,143,13,8.8,12,Billing_Inquiry,20,93,No Risk,68,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 03:15:56,CM-45944-A,AGENT_SAM,Billing_Support_US,217,40,18.6,16,Subscription_Renewal,30,99,No Risk,92,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 03:20:38,CM-99166-C,AGENT_JORDAN,Enterprise_Escalations,121,23,19.4,17,Order_Tracking,53,97,No Risk,81,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 03:26:01,CM-89074-A,AGENT_PAT,Billing_Support_US,257,16,6.2,12,Billing_Inquiry,11,98,No Risk,74,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 03:32:36,CM-24778-C,AGENT_SAM,Enterprise_Escalations,229,10,4.2,30,General_Product_Query,27,98,No Risk,77,0,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 03:58:31,CM-99710-A,AGENT_ALEX,Customer_Care_Global,162,38,23.5,37,Subscription_Renewal,11,96,No Risk,92,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-20 04:08:21,CM-99795-B,AGENT_JORDAN,Customer_Care_Global,252,58,22.9,16,Account_Access,12,92,No Risk,75,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 04:11:03,CM-32577-C,AGENT_ALEX,Customer_Care_Global,374,49,13.1,14,Billing_Inquiry,31,99,No Risk,79,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 04:26:37,CM-91650-C,AGENT_CASEY,Tech_Support_APAC,265,39,14.9,30,Account_Access,80,93,No Risk,80,0,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-20 04:28:32,CM-18993-A,AGENT_CASEY,Customer_Care_Global,219,49,22.3,32,General_Product_Query,54,92,Medium Risk,94,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 04:32:30,CM-15928-B,AGENT_MORGAN,Tech_Support_APAC,236,10,4.1,31,Order_Tracking,40,91,Medium Risk,88,0,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 04:33:25,CM-41544-A,AGENT_JORDAN,Tech_Support_APAC,344,16,4.7,13,General_Product_Query,86,96,No Risk,79,1,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 04:35:39,CM-69389-B,AGENT_AVERY,Tech_Support_US,312,60,19.1,36,Subscription_Renewal,83,97,No Risk,83,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 04:42:57,CM-49576-B,AGENT_CASEY,Tech_Support_APAC,397,67,17.0,36,Subscription_Renewal,68,100,No Risk,92,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 04:51:24,CM-53603-C,AGENT_CHRIS,Tech_Support_US,333,61,18.4,43,General_Product_Query,56,92,No Risk,68,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 05:05:49,CM-47316-A,AGENT_CHRIS,Billing_Support_US,195,46,23.6,37,Billing_Inquiry,82,97,No Risk,90,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 05:15:43,CM-89559-A,AGENT_TAYLOR,Customer_Care_Global,259,38,14.7,20,Billing_Inquiry,60,95,No Risk,74,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 05:21:04,CM-55453-C,AGENT_CHRIS,Customer_Care_Global,318,28,8.7,27,Order_Tracking,74,100,No Risk,66,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 05:45:05,CM-61615-C,AGENT_CASEY,Enterprise_Escalations,183,10,5.3,44,Subscription_Renewal,84,100,No Risk,78,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 05:51:24,CM-32195-A,AGENT_MORGAN,Customer_Care_Global,217,12,5.6,29,Subscription_Renewal,41,94,No Risk,73,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 06:03:37,CM-31146-B,AGENT_MORGAN,Billing_Support_US,359,46,12.8,24,Order_Tracking,74,98,No Risk,73,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 06:03:58,CM-33267-B,AGENT_JORDAN,Tech_Support_US,176,28,15.9,10,Billing_Inquiry,70,95,No Risk,67,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 06:15:25,CM-48209-A,AGENT_JORDAN,Tech_Support_APAC,287,59,20.7,31,Account_Access,76,97,No Risk,96,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 06:31:10,CM-34108-C,AGENT_SAM,Tech_Support_APAC,396,92,23.3,26,Subscription_Renewal,34,93,Medium Risk,80,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 06:42:05,CM-26846-A,AGENT_MORGAN,Tech_Support_APAC,124,14,11.5,25,Account_Access,29,98,No Risk,65,0,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 06:46:33,CM-54558-B,AGENT_TAYLOR,Billing_Support_US,170,36,21.2,34,Billing_Inquiry,50,91,No Risk,75,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 06:49:43,CM-74174-B,AGENT_TAYLOR,Tech_Support_APAC,259,47,18.0,38,Account_Access,43,89,Medium Risk,94,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 06:57:51,CM-40539-C,AGENT_CHRIS,Tech_Support_APAC,173,7,4.0,34,Order_Tracking,94,100,No Risk,78,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 07:03:42,CM-40147-C,AGENT_MORGAN,Tech_Support_APAC,258,49,19.0,35,Order_Tracking,58,91,No Risk,70,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 07:35:51,CM-57089-A,AGENT_RILEY,Tech_Support_US,362,76,20.9,33,General_Product_Query,70,92,No Risk,73,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 07:43:44,CM-83563-A,AGENT_CASEY,Billing_Support_US,336,44,13.0,10,Account_Access,45,94,No Risk,86,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 07:50:23,CM-70505-C,AGENT_MORGAN,Billing_Support_US,275,57,20.6,36,Order_Tracking,18,96,No Risk,80,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 07:57:02,CM-27997-B,AGENT_JORDAN,Billing_Support_US,221,29,12.9,34,Billing_Inquiry,36,97,No Risk,78,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 08:01:56,CM-88346-B,AGENT_PAT,Tech_Support_US,289,24,8.3,29,Subscription_Renewal,67,100,No Risk,79,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 08:35:14,CM-60165-C,AGENT_PAT,Tech_Support_US,137,11,8.3,27,Order_Tracking,33,96,No Risk,80,0,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 08:50:42,CM-72456-A,AGENT_ALEX,Tech_Support_APAC,408,75,18.5,45,Billing_Inquiry,68,98,No Risk,95,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 09:04:23,CM-17972-B,AGENT_PAT,Billing_Support_US,195,27,13.8,14,Billing_Inquiry,66,94,No Risk,69,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 09:04:47,CM-54453-B,AGENT_CASEY,Tech_Support_US,281,45,16.1,17,General_Product_Query,33,94,No Risk,67,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 09:05:09,CM-86269-C,AGENT_PAT,Enterprise_Escalations,361,80,22.1,26,Account_Access,80,93,No Risk,74,0,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 09:08:58,CM-53309-A,AGENT_CASEY,Tech_Support_US,412,72,17.4,44,Order_Tracking,37,99,No Risk,95,0,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 09:20:53,CM-84536-A,AGENT_SAM,Tech_Support_US,271,57,21.0,36,Billing_Inquiry,68,98,No Risk,75,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 09:23:15,CM-63554-A,AGENT_SAM,Billing_Support_US,344,65,18.8,23,Account_Access,35,95,No Risk,96,0,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 09:23:16,CM-68947-B,AGENT_CHRIS,Tech_Support_APAC,299,64,21.3,25,Subscription_Renewal,25,97,No Risk,92,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-20 09:29:43,CM-96122-C,AGENT_TAYLOR,Billing_Support_US,334,77,23.1,42,Billing_Inquiry,38,92,Medium Risk,72,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 09:30:20,CM-97518-B,AGENT_PAT,Tech_Support_US,183,36,19.5,34,Account_Access,80,95,No Risk,87,0,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 09:31:12,CM-27495-B,AGENT_CHRIS,Customer_Care_Global,418,24,5.8,29,General_Product_Query,31,98,No Risk,70,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 09:49:55,CM-45428-B,AGENT_AVERY,Billing_Support_US,373,76,20.5,13,Order_Tracking,20,93,No Risk,66,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 09:51:34,CM-52253-C,AGENT_JORDAN,Customer_Care_Global,215,15,7.2,31,Billing_Inquiry,70,96,No Risk,87,0,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 10:00:12,CM-88496-B,AGENT_SAM,Enterprise_Escalations,269,26,9.5,40,Billing_Inquiry,83,100,No Risk,89,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 10:11:45,CM-21090-A,AGENT_CASEY,Customer_Care_Global,247,58,23.3,37,Order_Tracking,31,94,Medium Risk,84,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 10:22:47,CM-93164-C,AGENT_ALEX,Tech_Support_US,215,34,15.7,22,Account_Access,38,94,No Risk,96,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 10:51:50,CM-32946-B,AGENT_TAYLOR,Tech_Support_APAC,410,81,19.8,28,Subscription_Renewal,33,93,No Risk,71,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 10:53:06,CM-85534-B,AGENT_JORDAN,Tech_Support_APAC,236,26,11.0,36,Order_Tracking,65,98,No Risk,65,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 10:54:40,CM-44800-C,AGENT_RILEY,Tech_Support_APAC,295,40,13.4,41,Account_Access,31,100,No Risk,88,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 11:13:02,CM-78242-A,AGENT_RILEY,Billing_Support_US,140,30,21.6,43,Billing_Inquiry,41,97,No Risk,89,0,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 11:28:08,CM-91922-B,AGENT_ALEX,Billing_Support_US,128,11,8.8,45,Account_Access,87,96,No Risk,98,1,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-20 11:29:29,CM-26688-C,AGENT_CHRIS,Tech_Support_APAC,258,55,21.4,23,Order_Tracking,39,97,No Risk,79,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 11:37:24,CM-57628-B,AGENT_CASEY,Billing_Support_US,416,82,19.7,19,Subscription_Renewal,23,92,No Risk,72,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 11:56:01,CM-60004-B,AGENT_JORDAN,Billing_Support_US,305,48,15.7,28,Subscription_Renewal,72,96,No Risk,80,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 11:56:50,CM-22761-C,AGENT_CHRIS,Billing_Support_US,250,56,22.4,31,General_Product_Query,44,97,No Risk,90,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 12:08:03,CM-60784-A,AGENT_MORGAN,Tech_Support_US,304,57,18.7,23,General_Product_Query,48,98,No Risk,94,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 12:17:15,CM-82034-C,AGENT_JORDAN,Customer_Care_Global,231,39,16.8,33,Subscription_Renewal,35,96,No Risk,72,0,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-20 12:18:47,CM-18791-B,AGENT_TAYLOR,Tech_Support_APAC,388,51,13.2,35,Order_Tracking,72,100,No Risk,94,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 12:19:17,CM-67176-A,AGENT_RILEY,Tech_Support_APAC,178,28,15.5,35,Order_Tracking,83,100,No Risk,90,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 12:47:30,CM-43166-B,AGENT_ALEX,Enterprise_Escalations,399,85,21.3,39,Billing_Inquiry,70,93,No Risk,71,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 12:47:53,CM-18825-A,AGENT_PAT,Customer_Care_Global,411,58,14.0,44,General_Product_Query,23,100,No Risk,75,0,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 12:49:16,CM-66062-B,AGENT_MORGAN,Tech_Support_US,336,60,18.0,43,Account_Access,21,97,No Risk,70,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 12:55:42,CM-67154-A,AGENT_CASEY,Enterprise_Escalations,183,21,11.3,31,Account_Access,18,96,No Risk,84,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 12:56:13,CM-39418-A,AGENT_PAT,Tech_Support_US,133,19,14.6,29,Subscription_Renewal,94,99,No Risk,86,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 13:01:48,CM-41077-A,AGENT_MORGAN,Tech_Support_US,303,64,21.1,18,Order_Tracking,37,97,No Risk,82,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 13:10:57,CM-20917-B,AGENT_SAM,Customer_Care_Global,215,40,18.5,38,General_Product_Query,95,92,No Risk,78,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 13:15:22,CM-10702-B,AGENT_CASEY,Enterprise_Escalations,141,14,10.1,33,Subscription_Renewal,60,94,No Risk,76,0,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 13:15:26,CM-17146-C,AGENT_SAM,Tech_Support_US,214,13,6.1,28,Subscription_Renewal,11,100,No Risk,68,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 13:18:59,CM-49085-B,AGENT_RILEY,Enterprise_Escalations,303,44,14.5,18,General_Product_Query,65,100,No Risk,77,0,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 14:03:53,CM-83941-C,AGENT_CASEY,Enterprise_Escalations,211,44,20.9,28,General_Product_Query,64,97,No Risk,74,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 14:04:52,CM-71481-A,AGENT_TAYLOR,Tech_Support_US,176,36,20.7,27,General_Product_Query,83,96,No Risk,80,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 14:21:30,CM-34884-B,AGENT_RILEY,Billing_Support_US,147,29,19.5,39,Order_Tracking,46,96,No Risk,98,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 14:26:28,CM-40496-A,AGENT_ALEX,Tech_Support_US,151,32,21.2,30,General_Product_Query,84,91,No Risk,81,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 14:31:34,CM-94717-A,AGENT_JORDAN,Tech_Support_US,261,13,5.1,27,Billing_Inquiry,14,100,No Risk,79,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 14:43:35,CM-57235-C,AGENT_MORGAN,Customer_Care_Global,135,28,20.5,35,Order_Tracking,74,95,No Risk,80,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 14:47:46,CM-22097-C,AGENT_PAT,Customer_Care_Global,338,14,4.1,26,Billing_Inquiry,26,94,No Risk,65,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 14:52:44,CM-51793-C,AGENT_JORDAN,Tech_Support_US,230,14,6.3,40,Subscription_Renewal,20,100,No Risk,96,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 14:54:42,CM-75095-C,AGENT_MORGAN,Enterprise_Escalations,288,28,9.8,25,General_Product_Query,24,98,No Risk,76,1,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 14:56:42,CM-64995-B,AGENT_SAM,Billing_Support_US,249,41,16.5,18,Order_Tracking,25,91,Medium Risk,65,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 15:00:22,CM-94202-A,AGENT_MORGAN,Enterprise_Escalations,401,16,4.0,33,Billing_Inquiry,54,96,No Risk,81,0,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 15:16:01,CM-88407-A,AGENT_ALEX,Billing_Support_US,134,30,22.6,25,Account_Access,57,96,No Risk,65,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 15:20:30,CM-33507-A,AGENT_CASEY,Tech_Support_APAC,164,9,5.4,28,Subscription_Renewal,69,98,No Risk,94,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-20 15:36:55,CM-57059-A,AGENT_RILEY,Tech_Support_US,371,75,20.3,42,Account_Access,81,99,No Risk,91,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 15:40:15,CM-11699-C,AGENT_SAM,Tech_Support_US,308,66,21.4,24,General_Product_Query,66,98,No Risk,77,1,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 15:49:38,CM-67129-A,AGENT_MORGAN,Enterprise_Escalations,303,23,7.6,18,Subscription_Renewal,57,97,No Risk,82,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-20 15:57:13,CM-63453-C,AGENT_ALEX,Enterprise_Escalations,135,10,7.1,17,Subscription_Renewal,91,100,No Risk,93,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-20 16:01:46,CM-89711-C,AGENT_MORGAN,Enterprise_Escalations,348,29,8.4,22,General_Product_Query,45,96,No Risk,70,1,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 16:03:49,CM-25307-B,AGENT_CASEY,Tech_Support_US,133,7,5.6,31,Billing_Inquiry,34,96,No Risk,68,0,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 16:17:22,CM-74272-C,AGENT_CHRIS,Tech_Support_APAC,194,29,14.9,25,Order_Tracking,70,94,Medium Risk,88,0,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 16:18:25,CM-90224-C,AGENT_SAM,Tech_Support_APAC,210,35,16.6,30,Order_Tracking,19,100,No Risk,98,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 16:19:03,CM-78298-B,AGENT_AVERY,Customer_Care_Global,301,44,14.7,31,General_Product_Query,36,94,No Risk,69,0,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 16:26:25,CM-28367-C,AGENT_SAM,Tech_Support_US,386,40,10.4,30,General_Product_Query,86,95,No Risk,79,0,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 16:50:17,CM-92786-C,AGENT_CASEY,Customer_Care_Global,296,36,12.0,29,Subscription_Renewal,80,99,No Risk,65,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 17:00:55,CM-60793-C,AGENT_JORDAN,Tech_Support_US,412,63,15.3,11,Billing_Inquiry,19,98,No Risk,89,0,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 17:04:31,CM-72970-C,AGENT_AVERY,Tech_Support_APAC,392,23,5.8,30,General_Product_Query,93,100,No Risk,98,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 17:11:28,CM-72094-A,AGENT_MORGAN,Tech_Support_APAC,283,31,11.1,40,Order_Tracking,89,99,No Risk,96,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 17:17:35,CM-66324-A,AGENT_AVERY,Billing_Support_US,330,68,20.5,32,Account_Access,47,93,No Risk,83,0,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 17:33:02,CM-19046-B,AGENT_ALEX,Customer_Care_Global,349,27,7.6,36,Subscription_Renewal,27,95,No Risk,89,0,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 17:41:00,CM-45102-A,AGENT_JORDAN,Billing_Support_US,253,52,20.7,45,Order_Tracking,25,92,No Risk,81,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 17:45:18,CM-82970-C,AGENT_TAYLOR,Billing_Support_US,333,46,13.9,34,General_Product_Query,54,96,No Risk,91,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 17:54:28,CM-21866-A,AGENT_TAYLOR,Enterprise_Escalations,415,79,19.1,19,Billing_Inquiry,94,94,No Risk,93,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
