Timestamp,Contact_ID,Agent_ID,Queue_Name,Call_Duration (s),Silence_Duration (s),Silence_Pct,Max_Agitation_Score,Primary_Category,Customer_Sentiment,Agent_Quality,Compliance_Risk,Empathy_Score,FCR_Flag,Call_Summary_Transcript
2026-08-20 05:40:02,CM-27961-C,AGENT_CHRIS,Billing_Support_US,283,37,13.1,42,General_Product_Query,87,87,No Risk,75,0,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 05:52:30,CM-25181-A,AGENT_SAM,Enterprise_Escalations,401,80,19.9,22,Billing_Inquiry,67,90,No Risk,98,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 06:17:00,CM-26762-C,AGENT_AVERY,Tech_Support_US,212,35,16.6,19,Account_Access,15,93,No Risk,98,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 06:29:48,CM-48125-A,AGENT_AVERY,Tech_Support_APAC,417,68,16.2,42,Billing_Inquiry,50,86,No Risk,87,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 07:13:43,CM-61498-C,AGENT_CASEY,Billing_Support_US,365,19,5.1,37,Account_Access,10,82,No Risk,77,0,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-20 07:16:53,CM-20408-B,AGENT_CHRIS,Enterprise_Escalations,267,36,13.5,41,Account_Access,35,75,No Risk,68,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 07:30:11,CM-94202-A,AGENT_MORGAN,Enterprise_Escalations,401,16,4.0,33,Billing_Inquiry,54,85,No Risk,81,0,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 09:08:36,CM-74739-B,AGENT_ALEX,Enterprise_Escalations,283,16,5.6,10,Subscription_Renewal,67,84,Medium Risk,88,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 10:38:00,CM-27351-C,AGENT_CASEY,Billing_Support_US,292,32,11.1,45,Subscription_Renewal,61,90,No Risk,86,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 11:28:54,CM-40345-A,AGENT_SAM,Customer_Care_Global,399,76,19.1,45,General_Product_Query,20,86,No Risk,84,0,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 11:49:25,CM-30585-A,AGENT_TAYLOR,Enterprise_Escalations,136,10,7.1,38,Billing_Inquiry,62,89,No Risk,79,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 12:09:08,CM-26591-B,AGENT_SAM,Billing_Support_US,373,86,23.1,45,Account_Access,54,91,No Risk,92,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 12:38:27,CM-75149-A,AGENT_CHRIS,Billing_Support_US,223,19,8.3,21,Order_Tracking,48,82,No Risk,70,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 12:49:19,CM-26961-C,AGENT_PAT,Billing_Support_US,311,39,12.6,34,Subscription_Renewal,71,80,No Risk,65,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 12:59:19,CM-50254-C,AGENT_AVERY,Enterprise_Escalations,317,53,16.8,44,Account_Access,16,86,No Risk,77,0,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 13:03:11,CM-30214-B,AGENT_PAT,Tech_Support_US,319,52,16.3,21,Billing_Inquiry,51,75,No Risk,71,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-20 13:06:15,CM-74092-A,AGENT_PAT,Enterprise_Escalations,349,52,14.9,16,Billing_Inquiry,76,80,No Risk,71,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 13:07:52,CM-82036-B,AGENT_CASEY,Enterprise_Escalations,326,36,10.9,24,Order_Tracking,45,75,No Risk,65,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 13:18:49,CM-92689-C,AGENT_MORGAN,Billing_Support_US,328,22,6.7,30,Account_Access,92,67,Medium Risk,67,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 13:24:10,CM-56299-A,AGENT_PAT,Tech_Support_US,295,68,22.9,15,General_Product_Query,12,71,Medium Risk,75,1,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 13:33:28,CM-62802-C,AGENT_SAM,Customer_Care_Global,167,38,23.0,10,Subscription_Renewal,51,89,No Risk,94,0,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 14:03:34,CM-97197-A,AGENT_RILEY,Billing_Support_US,316,61,19.2,16,Order_Tracking,40,83,No Risk,91,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 14:03:47,CM-58843-A,AGENT_CASEY,Tech_Support_APAC,336,78,23.1,31,General_Product_Query,81,76,No Risk,68,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 14:04:07,CM-97046-A,AGENT_TAYLOR,Tech_Support_APAC,226,32,14.3,30,Subscription_Renewal,51,85,No Risk,90,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 14:59:11,CM-85223-C,AGENT_JORDAN,Tech_Support_US,196,8,4.1,25,General_Product_Query,11,87,No Risk,76,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 15:26:20,CM-18769-B,AGENT_RILEY,Enterprise_Escalations,126,9,6.8,41,Order_Tracking,76,86,No Risk,84,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 15:42:07,CM-14298-C,AGENT_CASEY,Enterprise_Escalations,169,23,13.4,12,Billing_Inquiry,42,78,No Risk,72,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 15:44:42,CM-95664-A,AGENT_ALEX,Tech_Support_APAC,225,29,12.9,45,Subscription_Renewal,25,77,No Risk,65,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 16:46:32,CM-28664-B,AGENT_RILEY,Tech_Support_US,265,59,22.3,12,General_Product_Query,56,73,Medium Risk,76,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-20 17:54:03,CM-57360-A,AGENT_ALEX,Tech_Support_APAC,336,20,6.1,27,Order_Tracking,78,90,No Risk,78,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 18:10:44,CM-32009-B,AGENT_CASEY,Tech_Support_US,355,75,21.0,26,Order_Tracking,44,83,No Risk,90,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 18:23:53,CM-76093-A,AGENT_AVERY,Billing_Support_US,343,71,20.7,30,Order_Tracking,30,77,No Risk,65,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 18:47:30,CM-66704-C,AGENT_ALEX,Tech_Support_APAC,297,21,7.1,20,General_Product_Query,31,100,No Risk,98,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 19:06:43,CM-12277-B,AGENT_CHRIS,Customer_Care_Global,275,19,6.8,43,Order_Tracking,66,83,No Risk,66,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-20 19:10:21,CM-20855-B,AGENT_JORDAN,Tech_Support_APAC,219,37,16.7,30,Subscription_Renewal,17,80,No Risk,66,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-20 19:26:23,CM-48197-B,AGENT_CHRIS,Enterprise_Escalations,162,8,4.8,31,Billing_Inquiry,49,77,No Risk,67,0,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-20 20:02:43,CM-53621-B,AGENT_RILEY,Billing_Support_US,194,41,21.2,12,General_Product_Query,31,86,No Risk,86,0,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-20 20:03:00,CM-15776-A,AGENT_TAYLOR,Customer_Care_Global,194,25,12.7,32,General_Product_Query,93,80,No Risk,74,0,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-20 20:39:22,CM-47022-B,AGENT_TAYLOR,Tech_Support_APAC,131,18,13.9,23,Billing_Inquiry,56,90,No Risk,91,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 20:46:51,CM-68422-A,AGENT_PAT,Enterprise_Escalations,166,24,14.5,41,Account_Access,82,90,No Risk,83,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 20:48:24,CM-28630-C,AGENT_PAT,Tech_Support_APAC,182,40,21.8,21,Order_Tracking,37,88,No Risk,87,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 20:51:45,CM-84228-C,AGENT_PAT,Tech_Support_APAC,334,63,18.8,15,Account_Access,13,86,No Risk,94,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-20 21:01:38,CM-29265-C,AGENT_JORDAN,Customer_Care_Global,223,52,23.5,43,Order_Tracking,58,76,No Risk,74,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-20 21:20:51,CM-22308-A,AGENT_SAM,Customer_Care_Global,306,42,13.8,44,Subscription_Renewal,54,95,No Risk,94,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-20 22:02:58,CM-56119-C,AGENT_AVERY,Customer_Care_Global,321,59,18.3,27,Subscription_Renewal,27,77,No Risk,69,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-20 22:51:29,CM-40699-C,AGENT_ALEX,Tech_Support_US,350,72,20.5,18,Account_Access,35,78,No Risk,79,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-20 23:11:02,CM-88378-B,AGENT_AVERY,Billing_Support_US,167,10,6.0,10,Billing_Inquiry,20,80,No Risk,74,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-20 23:30:02,CM-32359-A,AGENT_AVERY,Tech_Support_APAC,125,12,9.9,35,Account_Access,78,86,No Risk,82,1,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-20 23:35:34,CM-55039-A,AGENT_CHRIS,Customer_Care_Global,305,56,18.2,35,Order_Tracking,87,91,No Risk,98,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-20 23:59:44,CM-46168-A,AGENT_TAYLOR,Billing_Support_US,397,85,21.5,11,Account_Access,76,76,No Risk,73,0,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-21 00:13:42,CM-91085-A,AGENT_CASEY,Customer_Care_Global,282,66,23.5,19,Account_Access,95,75,No Risk,73,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-21 00:21:04,CM-66973-B,AGENT_PAT,Customer_Care_Global,373,73,19.7,26,Subscription_Renewal,56,77,No Risk,77,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-21 00:29:09,CM-20011-C,AGENT_JORDAN,Enterprise_Escalations,195,15,7.9,32,General_Product_Query,54,83,No Risk,80,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-21 00:36:20,CM-58033-B,AGENT_CHRIS,Tech_Support_US,157,31,19.9,26,Account_Access,36,89,No Risk,94,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-21 00:44:18,CM-76027-B,AGENT_CHRIS,Billing_Support_US,142,8,5.8,37,Account_Access,77,88,No Risk,73,1,Customer requested administrative permission transfer for organization portal. Agent processed identity verification protocol successfully.
2026-08-21 01:15:52,CM-87728-B,AGENT_SAM,Tech_Support_US,412,51,12.3,35,Billing_Inquiry,33,89,No Risk,79,0,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-21 01:30:01,CM-76414-C,AGENT_CASEY,Tech_Support_APAC,282,54,19.1,41,Account_Access,25,85,No Risk,91,1,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-21 01:36:36,CM-35915-B,AGENT_TAYLOR,Enterprise_Escalations,236,55,23.5,14,General_Product_Query,25,79,No Risk,75,0,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-21 01:38:50,CM-20956-A,AGENT_JORDAN,Customer_Care_Global,252,14,5.6,36,Subscription_Renewal,67,82,No Risk,76,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-21 01:41:43,CM-89410-A,AGENT_SAM,Customer_Care_Global,160,21,13.0,22,General_Product_Query,91,88,No Risk,88,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-21 01:52:50,CM-10235-C,AGENT_AVERY,Billing_Support_US,233,11,4.6,30,General_Product_Query,87,80,No Risk,71,0,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-21 01:53:03,CM-61668-C,AGENT_AVERY,Tech_Support_US,326,22,6.9,25,Billing_Inquiry,64,83,No Risk,71,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-21 02:07:22,CM-74472-C,AGENT_MORGAN,Tech_Support_APAC,366,71,19.3,14,Billing_Inquiry,73,90,No Risk,92,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-21 02:18:02,CM-47040-A,AGENT_CHRIS,Customer_Care_Global,182,31,17.1,28,General_Product_Query,41,75,No Risk,69,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-21 02:20:53,CM-53769-A,AGENT_RILEY,Billing_Support_US,266,35,13.2,20,Order_Tracking,60,86,No Risk,80,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-21 02:54:35,CM-22199-A,AGENT_CASEY,Enterprise_Escalations,290,61,21.0,17,General_Product_Query,56,81,No Risk,85,1,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-21 03:05:47,CM-77970-C,AGENT_PAT,Enterprise_Escalations,240,45,18.9,26,Subscription_Renewal,56,84,No Risk,85,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-21 03:13:12,CM-30625-B,AGENT_AVERY,Tech_Support_APAC,227,28,12.3,17,Account_Access,52,86,No Risk,75,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-21 03:47:15,CM-24668-A,AGENT_MORGAN,Tech_Support_APAC,395,54,13.6,25,Account_Access,28,81,No Risk,77,1,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-21 03:55:09,CM-64815-C,AGENT_SAM,Enterprise_Escalations,334,73,21.9,17,Order_Tracking,67,93,No Risk,98,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-21 04:16:13,CM-48829-A,AGENT_CHRIS,Tech_Support_US,403,17,4.3,18,Order_Tracking,78,94,No Risk,83,0,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-21 05:00:51,CM-33214-B,AGENT_SAM,Billing_Support_US,350,20,5.8,33,Order_Tracking,55,90,No Risk,75,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-21 05:13:42,CM-90997-B,AGENT_ALEX,Billing_Support_US,304,16,5.3,27,Billing_Inquiry,94,81,No Risk,71,0,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-21 05:34:53,CM-33149-C,AGENT_ALEX,Billing_Support_US,163,16,10.0,16,Account_Access,59,89,No Risk,93,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-21 05:36:39,CM-67219-A,AGENT_MORGAN,Tech_Support_US,361,75,20.9,10,General_Product_Query,57,84,No Risk,90,1,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-21 06:05:21,CM-88654-A,AGENT_SAM,Tech_Support_US,350,27,7.6,11,Subscription_Renewal,28,88,No Risk,80,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-21 06:39:03,CM-57460-C,AGENT_MORGAN,Tech_Support_US,289,34,11.9,28,General_Product_Query,39,91,No Risk,91,0,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-21 06:41:34,CM-59732-C,AGENT_JORDAN,Customer_Care_Global,361,59,16.3,21,Order_Tracking,43,83,No Risk,86,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-21 06:45:47,CM-27987-B,AGENT_SAM,Customer_Care_Global,237,10,4.2,21,Billing_Inquiry,65,100,No Risk,97,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-21 07:10:54,CM-45985-B,AGENT_PAT,Customer_Care_Global,399,20,5.1,33,General_Product_Query,78,96,No Risk,92,1,General inquiry on API rate limits and webhook notification configurations. Agent referenced technical developer documentation.
2026-08-21 07:48:33,CM-26601-A,AGENT_CASEY,Tech_Support_US,216,9,4.1,27,Subscription_Renewal,76,94,No Risk,96,1,Inquiry on multi-seat volume discount tiers for next fiscal renewal period. Agent summarized discount matrix.
2026-08-21 08:28:49,CM-40182-B,AGENT_AVERY,Tech_Support_US,123,17,13.6,34,Account_Access,52,84,No Risk,88,1,User locked out after multi-factor authentication reset. Agent verified security answers and issued one-time password bypass token.
2026-08-21 08:41:52,CM-92350-A,AGENT_AVERY,Enterprise_Escalations,350,15,4.4,34,Billing_Inquiry,70,88,No Risk,80,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-21 08:56:29,CM-78084-C,AGENT_RILEY,Tech_Support_APAC,237,42,17.9,37,Billing_Inquiry,25,90,No Risk,89,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-21 09:08:40,CM-41973-C,AGENT_AVERY,Billing_Support_US,364,22,6.0,30,Subscription_Renewal,16,79,No Risk,72,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-21 09:25:27,CM-86380-B,AGENT_ALEX,Customer_Care_Global,228,36,15.6,42,Billing_Inquiry,57,76,No Risk,74,1,Discussion regarding prorated subscription charges following plan upgrade. Agent explained billing cycle cutoff dates clearly.
2026-08-21 09:53:08,CM-51515-C,AGENT_CHRIS,Billing_Support_US,140,6,4.4,32,Account_Access,58,96,No Risk,96,1,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-21 10:46:42,CM-50191-B,AGENT_RILEY,Billing_Support_US,136,7,4.8,39,Order_Tracking,94,80,No Risk,73,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
2026-08-21 10:51:23,CM-74865-B,AGENT_JORDAN,Tech_Support_US,304,51,16.8,43,Subscription_Renewal,19,85,No Risk,85,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-21 11:06:17,CM-68328-C,AGENT_PAT,Customer_Care_Global,237,26,11.0,14,Billing_Inquiry,74,89,No Risk,93,1,Caller requested invoice copy and updated credit card details on enterprise billing profile. Verified billing contacts and confirmed change.
2026-08-21 11:24:34,CM-31026-B,AGENT_RILEY,Enterprise_Escalations,369,85,23.0,34,Subscription_Renewal,15,86,No Risk,80,0,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-21 11:29:24,CM-81820-A,AGENT_RILEY,Billing_Support_US,295,32,10.8,37,Billing_Inquiry,85,87,No Risk,80,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-21 11:51:31,CM-57932-A,AGENT_MORGAN,Billing_Support_US,365,73,19.9,32,Account_Access,15,73,No Risk,71,0,Caller needed email address change on primary customer account. Two-step verification completed and credentials refreshed.
2026-08-21 11:54:41,CM-39272-C,AGENT_ALEX,Customer_Care_Global,283,58,20.5,45,Order_Tracking,71,91,No Risk,96,1,Inquiry regarding shipment customs delay. Agent contacted logistics partner and provided updated tracking manifest.
2026-08-21 12:34:08,CM-70521-B,AGENT_ALEX,Tech_Support_APAC,331,50,15.1,42,Billing_Inquiry,25,83,No Risk,79,1,Customer queried line-item surcharge on recent monthly statement. Agent reviewed billing schedule and credited processing variance.
2026-08-21 13:12:46,CM-90027-C,AGENT_CASEY,Tech_Support_APAC,390,39,10.0,41,General_Product_Query,86,91,No Risk,96,1,Prospective customer requested feature comparison between Standard and Enterprise analytics tiers.
2026-08-21 13:36:53,CM-59752-A,AGENT_SAM,Customer_Care_Global,273,64,23.6,33,Subscription_Renewal,77,81,No Risk,91,1,Enterprise contact reviewed upcoming annual contract renewal terms and license tiers. Agent forwarded formal quote sheet.
2026-08-21 13:51:54,CM-54884-B,AGENT_RILEY,Customer_Care_Global,195,35,18.0,27,Subscription_Renewal,82,87,No Risk,98,1,Customer confirmed continuation of annual maintenance agreement and updated purchase order authorization number.
2026-08-21 14:17:35,CM-83880-A,AGENT_TAYLOR,Enterprise_Escalations,261,44,16.9,31,General_Product_Query,59,87,No Risk,95,0,Caller asked regarding desktop client system requirements and supported browser versions. Agent shared knowledge base link.
2026-08-21 14:18:04,CM-78569-A,AGENT_CHRIS,Billing_Support_US,366,26,7.2,41,Order_Tracking,80,85,No Risk,86,1,Customer inquired regarding expedited courier delivery status for hardware order. Agent tracked consignment and confirmed arrival ETA.
2026-08-21 14:35:48,CM-54375-C,AGENT_PAT,Tech_Support_APAC,369,77,21.0,34,Order_Tracking,78,61,Medium Risk,67,1,Customer confirmed receipt of initial shipment and verified serial numbers against enterprise invoice order.
